"tayren","طايرين"
"3eshge","عشقي"
"hamdolela","حمدلله"
"shkran","شكرا"
"wkelk","وكيلك"
"a3tek","اعطيك"
"2lwa7d","الواحد"
"8tn3t","اقتنعت"
"ashmotak","اشمطك"
"3$8","عشق"
"yjek","يجيك"
"wd3na","ودعنا"
"5brtko","خبرتكو"
"shwyt","شوية"
"7asbet","حاسبت"
"mazbo6","مزبوط"
"khsert","خسرت"
"bntl3","بنطلع"
"b3jbnesh","بعجبنيش"
"btshluug","بتشلق"
"usbu3","اسبوع"
"as8a3","اسقع"
"khawaldeh","خوالده"
"jakom","جاكم"
"bostor","بستر"
"frawleh","فراوله"
"ts2lini","تسأليني"
"b76'er","بحظر"
"y5wy","ياخوي"
"metlko","متلكو"
"yfoz","يفوز"
"rbthom","ربطتهم"
"3'rameh","غراميه"
"7sbellah","حسبيالله"
"6lbti","طلبتي"
"2l$wei","الا شوي"
"daory","دوري"
"bnb96","بنبصط"
"marwh","مروه"
"far8ah","فارقه"
"bthmo","بثمه"
"w8e7","وقح"
"atnks","اتنكس"
"bs7ab","بسحاب"
"r6obh","رطوبه"
"betghawez","بتغاوز"
"a3tzer","اعتزر"
"fadyh","فاضيه"
"bry7ak","بريحك"
"abradli","ابردلي"
"6alib","طالب"
"mo$kelto","مشكلتو"
"ma2dri","ماادري"
"7alfeh","حالفه"
"2rj3oo","ارجعه"
"3eon","عيون"
"bayrat","بايرات"
"t63meha","تطعميها"
"mahboula","مهبوله"
"a9de8a","اصدقاء"
"el3a8abeh","العقبه"
"mtn3nsh","متنعنش"
"mtab3h","متابعه"
"ara9'ek","اراضيك"
"bmdrste","بمدرستي"
"t7mmt","تحممت"
"benet","بنت"
"agolak","اقلك"
"o5tek","اختك"
"tbaddel","تبديل"
"sajalt","سجلت"
"jnntni","جننتني"
"maluk","ملوك"
"az3jteni","ازعجتيني"
"7alhen","حالهن"
"bael","بخيل"
"fozt","فزت"
"7ami","حامي"
"shafti","شفتي"
"asmk","اسمك"
"$a6reh","شاطره"
"at7sr$","اتحسرش"
"enteh","انته"
"m2sawyh","مأساويه"
"swarak","صورك"
"3aby","عبي"
"amtshtsh","امتشتش"
"erf3i","ارفعي"
"thoum","ثوم"
"a3tr9'","اعترض"
"7al8","حلق"
"mtaneshehom","مطنشهم"
"el38l","العقل"
"b5dak","بخدك"
"ma5l8o","ماخلقه"
"netk","نيتك"
"el8aher","القهر"
"elawa3e","الاواعي"
"enbs6na","انبسطنا"
"ytob","يتوب"
"nogtilhom","نقتلهم"
"azdak","اصدك"
"ya7kele","يحكيلي"
"bro7ha","بروحها"
"surna","صرنا"
"3'reb﻿","غريب"
"yjzeki","يجزيكي"
"k3ba","كعبه"
"tdalek","تضلك"
"elnotella","النوتيلا"
"shhor","شهور"
"monaseb","مناسب"
"elfotah","الفوطه"
"alle8a2","القاء"
"2a5ern","اخيرا"
"sadeqe","صديقي"
"3arfak","عارفك"
"hathom","هاتهم"
"nefayat","نفايات"
"tfdalo","تفضلوا"
"9ya3ah","صياعه"
"jraht","جرحت"
"najede","نجده"
"dshof","دشوف"
"nro7","نروح"
"bshrafk","بشرفك"
"majmaj","مجمج"
"jwatak","جواتك"
"al3eon","العيون"
"brj3lk","برجعلك"
"m3y","معي"
"3dss","عدس"
"w5l9t","وخلصت"
"ytrba","يتربى"
"bmezan","بميزان"
"tfg3","تفقع"
"9wreli","صوريلي"
"bel7amam","بالحمام"
"el3adeyat","العاديات"
"lde","لدي"
"serthom","سيرتهم"
"ga3det","قعدت"
"btzahe8","بتزهق"
"yeh","ياه"
"shrah","سهره"
"y7lmo","يحلمو"
"wskt","وسكت"
"$a7en","شاحن"
"kolsana","كلسنه"
"tlomoni","تلوموني"
"mlfof","ملفوف"
"b9ahtak","بصحتك"
"a3t8d","اعتقد"
"t3y6","تعيط"
"odorbi","اضربي"
"shofi","شوفي"
"ile","الي"
"9fhten","صفحتين"
"elma$e","المشي"
"bt3lnha","بتعلنها"
"tawzef","توزيف"
"3momn","عموما"
"wazn","وزن"
"b6e8","بطيق"
"shwai","شوي"
"malikat","مليكات"
"al3bkom","الاعبكم"
"b7bke","بحبكي"
"5ode","خدي"
"n6wel","نطول"
"79r","حصر"
"bl7meh","بلحمه"
"aboshokri","ابوشكري"
"annas","اناناس"
"b3'la","بغلى"
"anta","انت"
"mbruk","مبروك"
"mt5beh","متخبيه"
"2$e","اشي"
"tn5tbe","تنخطبي"
"el3zobih","العزوبيه"
"el7amdellah","الحمدلله"
"hams","همس"
"el3sl","العسل"
"safl","سافل"
"tamhede","تمهيدي"
"tkoun","تكون"
"oktobole","اكتبولي"
"bwjodek","بوجودك"
"a9eel","اصيل"
"be3rafo","بعرفوا"
"esra7a","الصراحه"
"labes","لابس"
"bro7lo","بروحلو"
"ew3k","اوعك"
"nsjlha","نسجلها"
"atd5l","اتدخل"
"nata2eg","نتائج"
"eljeran","الجيران"
"btdbk","بتدبك"
"hmd","حمد"
"bt72a2","بتحأأ"
"6weleh","طويله"
"amjad","امجد"
"muhtram","محترم"
"sha5seytha","شخصيتها"
"thob","ثوب"
"3bit","عبيت"
"wslk","وصلك"
"momare6'","ممرض"
"y2boro","يؤبروا"
"mobaraka","مباركه"
"lgitu","لقيتو"
"mskatkom","مسكتكم"
"y7rmk","يحرمك"
"t9ebne","تصيبني"
"sha3'la","شغله"
"fdolk","فضولك"
"al3'yba","الغيبه"
"teshba3","تشبع"
"bakh66","بخطط"
"3mlty","عملتي"
"y7kiw","يحكوا"
"kont","كنت"
"ma$ro3","مشروع"
"bn3dll","بنعدل"
"lsank","لسانك"
"$a36","شعط"
"b83o","بقعو"
"ye7meeki","يحميكي"
"b2rglo","بأرقلو"
"r7ltha","رحلتها"
"7arg","حرق"
"mst3'lethom","مستغليتهم"
"7yato","حياتو"
"andemt","اندمت"
"mzyon","مزيون"
"faze3a","فزيعه"
"mandel","منديل"
"a4anoh","اذانه"
"b7eat","بحياة"
"b3nekesh","بعنيكيش"
"pshofak","بشوفك"
"6l3ato","طلعته"
"jibouli","جيبولي"
"ibrahim","ابراهيم"
"bt2dreesh","بتأدريش"
"2alf","الف"
"8a2el","قائل"
"bthat","بالذات"
"b$taho","بشتهو"
"b2at3","بئطع"
"oghnia","اغنيه"
"yjaweb","يجاوب"
"blayz","بلايز"
"2l2ar9'","الارض"
"elmn7ref","المنحرف"
"m8alah","مقاله"
"bamshe","بمشي"
"ntfeg","نتفق"
"grbehn","قربيهن"
"23teke","اعطيكي"
"79'orkm","حضوركم"
"abu","ابو"
"2lordonieh","الاردنيه"
"t2reban","تأريبا"
"be97le","بصحلي"
"59o9e","خصوصي"
"le8a","لقى"
"maskeh","ماسكه"
"fhemet","فهمت"
"yes3dik","يساعدك"
"5als","خلص"
"ehda2","اهداء"
"e7bis","يحبس"
"khodene","خوديني"
"5waftni","خوفتني"
"d5alak","دخلك"
"ba3ta8ed","بعتقد"
"ch3achel","جعاجيل"
"btdaf3","بتدافع"
"bstfzk","بستفزك"
"bkait","باكيت"
"farhana","فرحانه"
"mz6","مزط"
"manzary","منزري"
"dwawen","دواوين"
"hoon","هون"
"el3ahat","العاهات"
"elryadah","الرياضه"
"ma3k","معك"
"b3omrek","بعمرك"
"ykhaleek","يخليك"
"mtw83a","متوقعه"
"msg3km","مسقعكم"
"malik","مالك"
"mabso6a","مبسوطه"
"zkreni","زكريني"
"toblo3'e","تبلغي"
"shklhm","شكلهم"
"7akilk","حاكيلك"
"elbn6alun","البنطلون"
"3amil","عامل"
"de7eyh","دحية"
"9hbt","صحبة"
"3zln","عزلن"
"mosthel","مستحيل"
"ahlin","اهلين"
"7f9'tna","حفضتنا"
"hadth","حادث"
"ms83ak","مسقعك"
"fa23a","فائعه"
"bjanen","بجنن"
"emtyaz","امتياز"
"nawy","ناوي"
"el8nani","القناني"
"efg3ene","افقعيني"
"nukteh","نكته"
"elhamam","الحمام"
"zbtat","زبطتت"
"fahmetoh","فاهميته"
"a3lah","اعلاه"
"b$baho","بشبه"
"thaneh","ثانيه"
"kmltha","كملتها"
"y3tek","يعطيك"
"elsadah","الساده"
"aldaktorah","الدكتوراه"
"ho","هو"
"t$a3'loh","تشغله"
"b89r","بقصر"
"aswelk","اسويلك"
"7af9'","حافظ"
"7bt","حبت"
"beb3atona","بيبعتونا"
"b3'sh","بغش"
"3'saleh","غساله"
"elsob7","الصبح"
"yzu2","يزوء"
"reht","ريحة"
"mbyneh","مبينه"
"mfjou3","مفجوع"
"adkoo","اضحكوا"
"mleoun","مليون"
"hlm3rfeh","هالمعرفه"
"lmojlad","المجلد"
"wkzo","وكزه"
"$a3ri","شعري"
"elmohem","المهم"
"7zk","حزك"
"bts2lene","بتسألني"
"b7bha","بحبها"
"m39bh","معصبه"
"a5wan","اخوان"
"hali","هلي"
"3lyi","علي"
"7ketlak","حكيتلك"
"sal7teha","صالحتيها"
"mdw7s","مدوحس"
"amthank","امتحانك"
"3'b","غب"
"2jamlk","اجمالك"
"yd3moki","يدعموكي"
"zhaganat","زهقانات"
"t7thm","تحتهم"
"2bok","ابوك"
"3ed","عيد"
"8zazet","قزازة"
"btzeed","بتزيد"
"d3if","ضعف"
"6'arbo","ضربه"
"$ayfheh","شايفه"
"qr2ty","قرأتي"
"mo3br","معبر"
"8a3deen","قاعدين"
"y3awdak","يعوضك"
"bes2al","بسال"
"wa2feh","وائفه"
"saraftu","صرفته"
"a7lali","احلالي"
"wlnas","والناس"
"2lmthaleh","المثاليه"
"y24u","يأذو"
"o3'nyt","اغنيه"
"d3awe","دعاوي"
"elmsg","المسج"
"$soar","شسوار"
"br3'i","برغي"
"is2ali","اسألي"
"ydiro","يديرو"
"bjlo6","بجلط"
"mshtag","مشتاق"
"slk","سلك"
"ta3al","تعال"
"mtzkretha","متزكريتها"
"elma7rosa","المحروسه"
"soror","سرور"
"2ad","أد"
"$ar6","شرط"
"7ejaj","حجج"
"swalfo","سوالفه"
"k2na","كأنه"
"b3shghom","بعشقهم"
"sho3'li","شغلي"
"byuzbut","بيزبط"
"nstne","نستني"
"bttmna","بتتمنى"
"bns2l","بنسال"
"dakhleh","داخله"
"fat7to","فاتحته"
"sakouna","ساكونه"
"el$7deh","الشحده"
"e3jabi","اعجابي"
"raw7t","روحت"
"lpass","الباس"
"b3edeh","بعيده"
"lawla","لولا"
"begrablk","بيقربلك"
"lelnhar","للنهار"
"mtla7ef","متلحف"
"wksrt","وكسرت"
"at6rjl","اتطرجل"
"2fhm","افهم"
"mo7adrtek","محاضرتك"
"bmayzak","بميزك"
"sam7to","سامحته"
"bytmna","بيمتنى"
"yahef9'o","يحفضه"
"beha","بيها"
"karemeh","كريمه"
"el9ra7ah","الصراحه"
"dowar","دوار"
"wakel","وكيل"
"m6l3k","مطلعك"
"wslameh","وسلامه"
"sa7ebtek","صاحبتك"
"ate8","اطق"
"emk","امك"
"nslmu","نسلمو"
"2f5am","افخم"
"2shuf","اشوف"
"2lwad7","الواحد"
"dayefna","ضيفنا"
"8le","قلي"
"y8n3o","يقنعو"
"y$tari","يشتري"
"$g6tha","شقطتها"
"da3'ti","ضغطي"
"tshemi","تشمي"
"3mrenk","عمرينك"
"a7na","احنا"
"elkawales","الكواليس"
"denyti","دينتي"
"6lbh","طلبه"
"mo3gbah","معجبه"
"bsor3a","بسرعه"
"kremeh","كريمه"
"3a8al","عأقل"
"5ibrh","خابره"
"bshg3o","بشجعو"
"shelte","شلتي"
"d3fe","ضعفي"
"el2amwal","الاموال"
"la2nh","لأنه"
"ala7r","الحر"
"78arah","حقاره"
"masabat","مسبات"
"bheek","بهيك"
"snen","سنين"
"yfar7","يفرح"
"al3b","العب"
"jawek","جوك"
"ka2nha","كأنها"
"mabsoo6","مبسووط"
"et8adamli","اتقدملي"
"tthno","تتهنو"
"btfor","بتفور"
"zogek","زوقك"
"a9fon","اصفن"
"elb8rah","البقره"
"7as","حاس"
"yoom","يوم"
"b7sdek","بحسدك"
"br5as","برخص"
"2mt7an","امتحان"
"btrou7","بتروح"
"shofnak","شوفناك"
"t7meleh","تحميله"
"abayh","ابييه"
"yslmk","يسلمك"
"anne","اني"
"etnen","اتنين"
"3'bri","غبري"
"a3raf","اعرف"
"shofne","شوفني"
"rad7it","ردحت"
"m3aba","معبا"
"mstahel","مستاهل"
"a93bo","اصعبه"
"asma","اسما"
"nazlh","نازله"
"bqdons","بقدونس"
"foreh","فوريه"
"jwati","جواتي"
"elnakad","النكد"
"sam3a","سامعه"
"lkr","لكر"
"y5alfo","يخالفو"
"bhess","بحس"
"elsa5en","الساخن"
"2le","الي"
"bw8tha","بوقتها"
"tt7rksh","تتحركش"
"tjwzi","تجوزي"
"btehbel","بتهبل"
"baw8f","بوقف"
"6ab5in","طابخين"
"t3sbnish","تعصبنيش"
"jum3tk","جمعتك"
"wow","واو"
"naem","نايم"
"m8n3","مقنع"
"abtsamte","ابتسامتي"
"radesh","رضيش"
"lwla","لولا"
"m6ngreh","مطنقره"
"9be","صبي"
"elsa3edeh","السعيده"
"tshel","تشل"
"jat","جت"
"khwan","خوان"
"talteh","تالته"
"sh3b6a","شعبطه"
"8ltlha","قلتلها"
"wenta","وانت"
"lesatak","لساتك"
"y3raf","يعرف"
"waenk","وينك"
"salah","صالح"
"almutklm","المتكلم"
"mskrh","مسكره"
"7lemete","حلمتي"
"atoubo","اتوب"
"jbara","جباره"
"3abbri","عبري"
"bra8","براق"
"tfjer","تفجير"
"ylrab3","يالربع"
"osmk","اسمك"
"wlik","ولك"
"5alf","خلف"
"arb3a2","اربعاء"
"b7bha$","بحبهاش"
"daya2ek","دايئك"
"reshe","ريشه"
"eljwab","الجواب"
"8arou6","قاروط"
"shwyet","شويت"
"tro7","تروح"
"elen$ra7","الانشراح"
"altheqa","الثقه"
"roj","روج"
"llesh","لليش"
"lbkrha","البكرها"
"l2boh","لأبوه"
"bttsmmi","بتتسممي"
"slamet","سلامة"
"ftsht","فتشت"
"b3tder","بعتذر"
"b8bal","بقبل"
"mlhash","ملهاش"
"deen","دين"
"e7dar","احضر"
"bttthkri","بتتذكري"
"btsd8i","بتصدقي"
"mostfzeh","مستفزه"
"hayn","هاين"
"tt7l","تتحل"
"2mlk","املك"
"b6'her","بظهر"
"mnou","منه"
"el9edaleh","الصيدليه"
"nkbar","نكبر"
"5lehm","خليهم"
"aja","اجا"
"sala7tni","صالحتني"
"sensal","سنسال"
"na$feh","ناشفه"
"mnt8deh","منتقده"
"rw7t","روحت"
"mbaynh","مبينه"
"2yahm","اياهم"
"b6ni","بطني"
"b6eni","بطيني"
"9eneti","صينيتي"
"tjbesh","تجيبش"
"yhneekom","يهنيكم"
"as2lt","اسئلة"
"2l8wesma","القويسمه"
"omak","امك"
"btmz7","بتمزح"
"7o9te","حصتي"
"3jbo","عجبه"
"yekaml","يكمل"
"3'ashashtene","غششتني"
"a7lakm","احلاكم"
"almu7tajin","المحتجين"
"elmna9'er","المناظر"
"za3tr","زعتر"
"mosa","موسى"
"sh59yh","شخصيه"
"bwslk","بوصلك"
"sheftou","شفته"
"a5i","اخي"
"enwad3ek","انودعك"
"btt2la8","بتتألق"
"mchlkmat","مجلكمات"
"ganet","جنة"
"ye3eno","يعينه"
"ben","بين"
"elsh3b","الشعب"
"haya","هاي"
"eom","يوم"
"3'alat","غلط"
"entaha","انتهى"
"3bet","عبيت"
"3ilom","علوم"
"yb3tlk","يبعتلك"
"sm","سم"
"endomi","اندومي"
"mday2a","مدايئه"
"yatik","يعطيك"
"mwaled","مواليد"
"m3na","معنا"
"2sab3eke","اصابعكي"
"sokan","سكان"
"m5tneg","مختنق"
"b7baha","بحبها"
"mbetyn","مبيتين"
"m9wr","مصور"
"3alafeh","عالفه"
"aldenea","الدنيا"
"elm7beh","المحبه"
"bt7ote","بتحطي"
"ta5di","تخذي"
"sakte","ساكته"
"sabe8","سابق"
"23'lbk","اغلبك"
"w5stan","وخاصة"
"wag3a","واقعه"
"5jlan","خجلان"
"nkhsar","نخسر"
"tshrdg","تشردق"
"9d8eni","صدقيني"
"bin5af","بنخاف"
"el3e$a","العشاء"
"bet7a8aru","بتحاقرو"
"naimh","نايمه"
"shuglh","شغله"
"t7keele","تحكيلي"
"yiji","يجي"
"elb7ar","البحار"
"a3mlha","اعملها"
"3ahat","عاهات"
"kheti","خيتي"
"ljamr","الجمر"
"7kyatha","حكياتها"
"bina","بينا"
"bwjodkom","بوجودكم"
"wasa6","وسط"
"btla3","بطلع"
"3'eb","غيب"
"atw83","اتوقع"
"asmo","اسمه"
"zfteh","زفته"
"yjoz","يجوز"
"6mnona","طمنونا"
"mdkhlha","مدخلها"
"lz8i","لزقي"
"teab","طيب"
"fo8na","فوقنا"
"azn5k","ازنخك"
"rmdan","رمضان"
"6'rb","ضرب"
"amourah","اموره"
"mfay2ek","مفيئك"
"3alras2el","عالرسائل"
"etshrfna","اتشرفنا"
"el$okla","الشوكلاه"
"fager","فقر"
"lelit","ليلة"
"llm3'9","للمغص"
"lbsk","لبسك"
"bldnyea","بالدنيا"
"al9ware5","الصواريخ"
"2mal","امل"
"6'roryeh","ظروريه"
"yi3tik","يعطيك"
"t3amlt","تعاملت"
"9f7ah","صفحه"
"e7mek","يحميك"
"9wel7a","صويلحه"
"btrg3","بترقع"
"mt5elh","متخليه"
"3kol$e","عكلشي"
"btftft","بتفتفت"
"mtet","متت"
"marag","مرق"
"sh8r","شقر"
"b$kl","بشكل"
"9n3","صنع"
"trba","تربى"
"y8lbna","يقلبنا"
"ye7remkom","يحرمكم"
"shlla","شله"
"haika","هيكا"
"el29ala","الاصاله"
"klame","كلامي"
"trod","ترد"
"bt3rfihm","بتعرفهم"
"y3dmoni","يعدموني"
"8ader","قادر"
"bt7dre","بتحضري"
"hilw","حلو"
"adfa3","ادفع"
"sh6ft","شطفت"
"m7shook","محشوك"
"bdhn","بدهن"
"tsbi","تسبي"
"$a8lob","شقلوب"
"mnfj3","منفجع"
"mdentna","مدينتنا"
"ttzakare","تتزكري"
"thnean","ثنين"
"adabe","ادبي"
"atla3","اطلع"
"kolwahd","كلواحد"
"eltarbiyeh","التربيه"
"2ltellak","ئلتلك"
"3ndy","عندي"
"ad5ol","ادخل"
"nawe","ناوي"
"sah","صح"
"3asal","عسل"
"zizo","زيزو"
"al7a8ha","الحقها"
"moad","مواد"
"wojod","وجود"
"bsbb","بسبب"
"r9ede","رصيدي"
"elk4b","الكذب"
"5a6bt","خطبت"
"2htr","اهتر"
"jehaz","جهز"
"l2nski","لأنساكي"
"doro","دورو"
"23l8","اعلق"
"bel3ade","بالعادي"
"ylbasoh","يلبسه"
"me7tara","محتاره"
"8rybh","قريبه"
"tfdeli","تفضيلي"
"slamtk","سلامتك"
"muafg","موفق"
"56ereh","خطيره"
"bkeer","بكير"
"twa9'3","تواضع"
"9'3ef","ضعيف"
"fiha","فيها"
"y5lef","يخلف"
"bktoblek","بكتبلك"
"belah","بالله"
"g6","قط"
"bejebo","بجيبه"
"sam7tk","سامحتك"
"katblh","كتبلها"
"blzbt","بالزبط"
"jayike","جايكي"
"gule","قلي"
"sa3ab","صعب"
"ragbetk","رقبتك"
"bwaj3eno","بوجعنه"
"beek","بيك"
"bt7oti","بتحطي"
"eshufu","يشوفو"
"b9d8","بصدق"
"b$3a","بشعه"
"a7kelk","احكيلك"
"mato","ماتو"
"h4a","هذا"
"3'lbtk","غلبتك"
"kelba","كلبه"
"bt7be","بتحبي"
"5l9t","خلصت"
"btla8i","بتلاقي"
"mamti","مامتي"
"tt8lad","تتقلد"
"mo79'ra","محضره"
"w7asan","وحسان"
"3lkabsh","عالكبسه"
"btmnha","بتمناها"
"gazdk","قزدك"
"wejhak","وجهك"
"mshta8enlko","مشتاقينلكوا"
"embari7","امبارح"
"yis3idk","يسعدك"
"9ra7ah","صراحه"
"bte3male","بتعملي"
"el3eleh","العيله"
"59k","خصك"
"thaneah","ثانيه"
"wzena","وزينا"
"zini5","زنخ"
"tsht3'l","تشتغل"
"eljre2ah","الجريئه"
"shhr","شهر"
"bnadem","بندم"
"ndrshom","ندرسهم"
"yhawel","يحاول"
"6ro$","طروش"
"mt2l","متأل"
"zhganen","زهقانين"
"llbnt","للبنت"
"rmeti","رميتي"
"kafkm","كفكم"
"lyouim","اليوم"
"wtro7i","وتروحي"
"ma3ndi","ماعندي"
"8sdri","قسدري"
"eln6'r","النظر"
"msb7ti","مسبحتي"
"eljehaz","الجهاز"
"8ta3","قطع"
"bijanin","بيجنن"
"mshank","مشانك"
"awsalak","اوصلك"
"fat7ah","فاتحه"
"mjanin","مجانين"
"$akhseto","شخصيته"
"sweto","سويتو"
"ly7ke","اليحكي"
"elnjaseh","النجاسه"
"lw4h","لوذه"
"ryadeyat","رياضيات"
"3'a6a","غطا"
"rsmt","رسمت"
"ja2zeh","جائزه"
"fduul","فضول"
"2z3al","ازعل"
"emt7ani","امتحاني"
"balah","بالله"
"l6y6h","لطيطه"
"habibati","حبيباتي"
"eb$ere","ابشري"
"bl$h","بلشه"
"5atar","خطر"
"9'hrk","ضهرك"
"marrat","مرات"
"nadrn","نادرا"
"bshane3","بشنيع"
"mo8n3ah","مقنعه"
"y3tzr","يعتزر"
"25f","اخف"
"jo3'mah","جغمه"
"3sha2","عشاء"
"rhltkom","رحلتكم"
"m3alm","معلم"
"blordon","بالاردن"
"byoum","بيوم"
"bda5nesh","بدخنش"
"el74r","الحذر"
"t3tgne","تعتقني"
"3jal","عجال"
"bsh3b6","بشعبط"
"7ajez","حجز"
"yareto","ياريته"
"y5lekm","يخليكم"
"t7akehom","تحكيهم"
"atsla","اتسلى"
"3lehm","عليهم"
"7amdellah","حمدلله"
"rsmyh","رسميه"
"tetsawer","تتصور"
"be9'ah","بيضه"
"m6rhk","مطرحك"
"bhkelha","بحكيلها"
"btw7m","بتوحم"
"anaked","انأكد"
"3andhom","عندهم"
"3aleke","عليكي"
"mozeh","مزه"
"fkona","فكونا"
"bshofo","بشوفو"
"amz7","امزح"
"estamri","استمري"
"byw3dok","بيوعدوك"
"sura","صورة"
"7elna","حيلنا"
"3amlethom","عامليتهم"
"monasaba","مناسبه"
"yala6ef","يالطيف"
"mrtf3","مرتفع"
"saltyeh","سلطيه"
"a6raf","اطراف"
"zakin","زاكين"
"mneh","منيح"
"elfjr","الفجر"
"wkol","وكل"
"bdhm","بدهم"
"btstahal","بتستاهل"
"hadeyte","هديتي"
"chlonk","شلونك"
"5rb6ehm","خربطيهم"
"da5lo","دخلو"
"ejtema3at","اجتماعات"
"b5rab","بخرب"
"n6fi","نطفي"
"mnstna","منستنى"
"t5rb","تخرب"
"ebnk","ابنك"
"shofele","شوفيلي"
"latif","لطيف"
"mgdmeenn","مقدمين"
"tab3an","طبعا"
"labfhmo","لابفهمو"
"bsheloki","بشيلوكي"
"an7f","انحف"
"ahna","احنا"
"nhaytha","نهايتها"
"by3ah","بيعه"
"tsa7b","تسحب"
"ma6ar","مطر"
"efhmna","افهمنا"
"o34reni","اعذريني"
"mab3arfek","مابعرفك"
"t6'7ake$","تضحكيش"
"79'nha","حضنها"
"t3'6i","تغطي"
"elbnat","البنات"
"ymmi","يمي"
"mwse3","موسع"
